userid,departmentid
25010702,24649319
26614563,24432367
25833213,27110795
33225424,28412737
31097441,26508037
3765127,33419645
2484835,14763370
2651350,28518453
7601281,24319119
4600523,22636560
4842849,4883756
5237196,21561250
5227385,10780015
5233198,10780263
5221388,10778983
5205009,10779286
5191631,2265074
5173009,12801934
5172774,51438339
5172957,10780109
5153470,57978638
10627114,33410940
8849078,27218795
53716192,17661663
54043511,21843787
55624487,19376689
54867117,32546112
66094824,17156783
65427597,24059641
25165421,25158514
25162891,19290740
28427628,28451947
26569342,27991909
31610770,26608347
31939255,21332265
1000946,21286045
5420674,52678225
5867575,21315527
5238178,21729352
5206625,5227052
5188813,13635594
5191709,15167947
9875955,59247757
10212505,15297658
13758277,21852222
54857203,24562877
5208313,7961975
5180890,10778965
13898421,21844877
53659196,21862404
27100094,26641993
3335088,1672746
8282256,65204967
59292897,25164789
5235937,14763375
3886223,24433233
25358962,26534217
30342597,25162558
4106643,21862150
5240572,13016247
5229257,5229258
8765180,8765181
61053366,32668883
5217773,1850834
5202848,8113267
5195883,25441968
21839663,16815559
23817595,25162705
26290376,21247623
26635121,26644716
27236727,26956327
26571628,23774028
5236129,65848960
5148136,10772238
15603116,10779294
57026070,21637396
66497737,14763365
21746998,21755077
28662418,21333547
29731179,22693904
4758454,22260799
5146493,27827884
56387371,27656221
5212944,18037911
5160664,18037911
51519144,27108370
8765126,8765127
61546948,27425423
60606831,60606800
30624655,21852869
32299476,64247221
65778099,66368841
25152058,21108496
27175424,27850320
33405079,33419640
50746489,21215721
29402806,64343953
5158094,10780321
5207873,5237530
27032366,28451947
32907187,27797846
26954453,26547290
25387202,26586503
1646873,21576179
31206105,32861881
54360853,5235284
5218723,14763375
5151460,14858013
5145008,26707929
25996791,24432367
64127020,5235405
65002075,15137018
698194,21381286
5210220,5237530
66101197,21175031
22538728,24433882
24642880,24642881
21826341,21826342
27945672,54856126
31813308,26617763
5867396,26491667
21631286,21631287
31670557,25160246
17654487,17657472
21530868,21530869
17735049,17742313
27123651,24148516
25720123,26532404
32540463,26628160
21840287,21841426
27108497,52678221
27109677,26652684
24431679,24431648
25160032,23170327
21313242,23170327
27138765,24185611
28247869,25152446
24745781,24460782
29265353,25162725
21852885,24351158
25150223,17194764
26532289,28675963
25160582,24857835
21156333,24147938
21238881,17002381
27164621,27194669
27187229,27003638
21834696,29784263
24442196,24146076
24147944,24291620
27088409,26608024
27136944,26507994
21840296,24438829
25673377,28244053
21294502,24647716
21312526,25160819
32830691,27244033
21312582,23241634
27125485,17661663
27112025,17661663
27087046,17661663
25531481,23252720
21847136,20984370
27085230,20984370
28169684,24985464
26647345,26653042
24130721,15297497
21839932,21635354
21288365,25153297
27119121,28531592
28708990,30350406
21843437,22861438
21846116,21424066
24431132,15387817
32997448,27302568
26564789,52678241
27108299,27670089
28462625,21525653
25157389,14763370
28002134,28002135
25214231,21031487
25468281,25160726
25150071,22038292
22563118,23361133
28559652,54127579
25171842,27194175
27243214,27243215
21840615,13635595
21519261,25159463
25730723,27228003
21100238,26385160
23354105,24249487
27081185,26360544
25151289,14763457
21363313,22169874
25664713,25664714
27131631,17655292
17194774,18604753
21845085,19290740
26539044,23360646
26762282,27773659
32552367,24185611
27427713,21531782
28377519,21838780
25152211,25160726
33345846,26642024
24273109,6248723
27039280,28697475
25719657,21842477
21863441,24457798
27186581,27186582
26953017,56758740
33180150,21821055
27416932,17309504
26540727,27713224
26621102,23170327
21862477,21215721
24613424,24149776
27019249,28419609
28524521,28524522
27145922,25918885
27189878,27964458
21828480,21839643
25352046,27158710
31983930,21730057
27233116,29182430
27130565,27130566
27074731,26533980
27128784,26541707
24430896,15297770
26653324,21277884
21583291,23941655
25163893,25163894
21237810,5935335
27188836,6193438
27081667,21259591
31938825,21367457
30944200,15428369
30268922,32561693
3454405,13635592
7463039,4098783
8360888,58450804
6595930,8241145
5236269,5236681
5235474,2846865
5234709,32511676
5241122,5234993
5233202,10780241
5222081,2844991
5220683,52976367
5185766,18037911
5152114,23250363
11835933,25151774
12507036,21333785
11086244,11086245
14974775,21805778
52406312,15297768
52312575,26862458
51006403,28825320
51177625,25237855
57075920,25160965
62290462,17734844
60936945,21558641
60384496,29258030
21718295,21719778
26504570,21292678
25818620,23721823
1018422,21273275
6645983,4091252
5865043,19222328
5235600,14763345
5233659,13625486
5172496,10779293
5148083,57346518
11026878,13635592
9718490,5251518
55233774,26316515
61195548,21638426
59486449,66371431
66808403,33034872
21333719,21333785
21838268,21831815
27128100,27801143
1572039,1572040
6947844,15297657
7312967,26499250
5236786,5236787
5236449,14763313
5227853,6082861
5231569,5230138
5224341,5238394
5206453,55081650
5196735,5236263
5183398,10779915
5147097,4835034
5151735,5970282
10487192,21638384
11490806,21843439
12736531,5229116
12656111,25163041
55799699,14092867
60624255,10768984
5822493,21852449
30466967,26616446
3537196,24642630
21536623,25162558
24442623,66368841
3638372,26645335
5231434,10780177
5229396,15377365
31226841,21308512
4427509,59247868
5239679,10772201
26541230,26535195
27068251,24648596
33159288,26993509
26912926,25152350
23342875,24647455
21737220,24647771
153234,8016375
65502025,2004
25441511,27243048
66162898,14706763
33436618,22636560
28467543,28469724
21840396,21843670
27087220,29367235
2411994,19247796
1112430,17742187
132702,25152195
7629810,25152195
6180974,17156783
4202669,21862116
4631000,21852719
4781005,25364615
5237162,10772194
5242145,5242146
5242030,15167947
5230209,14763366
5228429,10780168
5220065,10780165
5212633,30619706
5206294,13887012
5190011,2844991
9670785,27568473
15288314,24441339
12908070,27218333
13630073,32668883
52413396,27797846
60909291,4147869
61182404,17656534
61745985,29970355
66809515,7238178
66807761,3305267
21730006,21730269
21609255,21609256
28732059,52207482
6578296,21367457
4750870,26722862
4748120,26722862
5239649,8062090
5191420,50598639
5171565,60482233
54384885,21718300
56395952,26642958
59816593,4882349
27196572,59574745
30684088,26552531
29908049,25729971
4748632,4748633
5228512,5237542
5218807,15167949
5181652,14763344
5228083,59818293
5180139,5236971
12736535,23995417
21005673,24442299
21301939,25162384
27183494,27233682
27117038,26644716
29455106,19247796
2897658,4759086
1062350,33419332
1575584,19633575
8066617,8066618
5228440,10780274
5233273,5227222
5180052,15188958
9258310,13172272
16661345,25150280
52592542,17657330
28562883,4361628
25152459,24441945
26541961,26542017
27130532,26539305
26995173,26541295
24227302,24377672
5146947,21308114
65417120,26556755
65374739,319851
64075394,58290537
5220404,5237586
28688305,66371430
3629977,21308430
1765066,24432367
1900405,21823599
5215941,29314441
14344382,26534418
59396785,27175767
27152795,31054551
25435860,18114496
8135103,29338853
4747206,4690388
4751545,18037911
5205123,5236681
5209713,14763289
65717098,10772338
5172079,64533898
16251327,27529102
5227999,10780382
25933062,4752285
66949043,21605541
25884868,23723877
5144871,26528564
5145115,5237023
65594138,66368841
25430339,26646046
5219061,25343882
10558884,59247841
5223792,15167950
5232823,10778988
12828422,32861859
66093973,17742675
51810595,17657187
973403,430179
2353197,18037911
5204989,10780351
14455934,16850996
5232276,10780189
25638805,2523040
5207468,10780020
5241249,1506750
65195993,66368842
31202898,31289117
5241068,5242004
21290625,25153529
26408155,19876034
5212797,18037911
27159903,21381286
4719966,21375704
4755731,27190893
28467301,24821645
25948994,29578338
26513717,28520415
21506951,21241093
25306530,21847878
24147644,24147818
27073909,27073910
27003946,27073910
26531397,17670711
27115365,27513786
21506929,19876045
24429236,17735152
28456691,21314878
21295054,25160938
21297834,25161460
21282528,25161164
25299002,21870953
22678794,31310300
28370321,14150304
28524591,26554826
21848052,18712795
21842365,17732561
24429555,17734844
32861835,32861945
31746074,23721823
27245610,53977051
27801023,25163688
21602058,21724745
32861134,26509214
22074891,23162152
27072775,24262633
26998110,26484067
26573214,21844877
32696078,6540189
27065765,27403410
27819109,54846006
32534183,1672746
21527072,21576520
21862557,24874771
21303222,19800963
27189868,24460788
31674244,15576339
24407130,21842763
21842928,30701362
27130430,26643332
25442789,52678326
25415955,13815559
24815567,17818576
33417896,12744622
25163035,25165251
22679461,25160837
25159938,17654809
23354226,25163894
33419505,23852569
29208559,28761470
28470116,8016375
28540869,58450778
27018680,26541707
32513374,27243920
21834993,56563547
27796777,13635592
27238512,13635592
21634292,25151958
25716097,26513604
27054575,27766532
32533728,27788444
21848379,8233087
25161029,17123858
25157195,25157196
27200918,25162226
28777385,28777386
29278157,19633228
21300703,25161188
25918066,21847803
25218748,21718475
27671301,9998320
21563511,6290188
27119297,21583058
26391270,21746187
21833144,21729865
27099871,23995417
21642943,52678231
25241895,26652729
27224438,21530869
27194430,28373237
25165318,24649314
28815529,21591563
32972622,17818576
21841397,21852325
25218791,29208207
21304964,23360976
24869160,17138706
26513727,17742187
27117323,28825326
26742122,27425423
24353606,56758686
21529334,21593833
26944166,28480557
27176586,22911778
27177864,26361021
32736844,15576336
21313898,21183499
26486808,21841097
2436296,26539730
1669058,1275628
6689336,10779299
6590530,2265074
5347703,7549257
4723697,1053898
5236075,4759447
5236122,14763386
5242773,21561250
5241942,60526367
5241599,21561250
5239407,5236543
5239438,13016248
5227832,10780188
5233646,5228953
5220149,5240576
5219948,1004698
5218204,10780351
5182723,15137019
12225839,10772471
11181646,23842973
16307818,32589193
14866496,12744592
13955872,5237408
13361217,21862739
57442026,17607886
54858646,26642087
60076478,17138706
24839961,19247796
25162107,16299978
24096633,22862146
21839691,21839643
27167870,18604753
31611021,27828134
1116349,17200822
6712759,21298459
4758239,27801143
5235243,11106780
5242755,21561250
5229369,5240234
5229155,1275628
5228709,7364348
5228388,15385970
5228343,2265074
5232356,5236452
5211689,10310586
5181831,14763383
5151386,23167266
53574450,17818576
50798116,28563931
51293041,14069453
62388718,17613605
60060404,5236971
60481406,3400681
27731906,16838742
27025454,26541648
27031084,26642024
6667203,26556783
5231588,52326241
5153462,27728118
5145871,5228681
9565414,10780103
61148784,21852719
5216393,5236306
4733578,13635594
8713924,10780348
26192447,26569758
25162751,24365637
27172812,19876057
21833730,21843921
21636792,21720882
21835139,21852724
23930349,6248723
25740811,24376360
32672233,8016375
30170483,4759086
2770514,21832482
5237110,10768990
60551330,26484067
1813906,21682000
58836046,21841457
5229564,5236954
1786639,26542312
5192221,3630705
62794748,14819153
5241171,5242315
26942944,26532169
27192126,26616446
31179576,19159628
29572275,32724118
2840373,21326192
814226,26316515
4720796,33410940
5236565,4888880
5242300,5242328
5240315,14763315
5221284,10769279
5218592,10779308
5204217,56758467
5202873,12996550
5207300,14763382
8874727,4978580
16145850,28531349
13614564,29225263
53977075,18788399
52885550,24301561
55156269,17138706
66370764,52677953
21832968,22718861
28730898,25165555
27826691,28463137
26548692,26549521
867025,867026
5979247,21333820
5229554,5913739
5181446,5212282
16661367,10780280
12981938,21568853
56391404,27223582
59067456,24649301
27048219,26539134
6727512,30735704
5235858,13279986
5220990,10778963
9238337,1818856
54080768,26653184
60854691,21852719
62130686,24441339
60689997,15136926
65417122,26505094
9496750,32861949
21818357,21854253
26534071,28419609
26877237,24354018
27018886,66081321
4301888,24365939
5237051,4050785
5230537,32511676
5234092,10779994
5172819,5241628
9326142,5238418
52677824,56758740
57972432,27425423
61940511,3120143
66235510,25163460
27185268,27195157
26648185,17200822
17655860,16808966
28457776,21515894
26502612,28752198
5235669,15297775
65717039,10780098
65915338,25346590
65898812,66107719
29585400,24307058
15691703,21720896
33407603,22518835
4441104,21852325
5229532,3636617
59593440,27425423
31145563,5202111
5219822,955699
10510625,19876057
51018264,10779293
27065949,52678235
57112273,32861204
66835245,13635593
65567411,5242378
4748702,31107624
21837489,21586666
27123415,19876034
24441479,66107719
5238907,10772287
1661554,21381286
62181752,5212587
55635164,32590880
5238834,10780351
26774285,26541629
62130684,24441339
66690797,66107719
5233459,66537338
24015637,17742705
66263205,13635594
5238805,12655644
31873527,26624262
5221542,10769279
52390280,26658460
25151021,15233274
29305969,62715123
3560975,13854525
31655476,25009160
5219461,10772238
6546981,21846327
25915435,26808671
24430475,24148455
32995816,27184106
21841462,21843515
26526048,26549484
25160291,25160292
24431954,24429288
21847904,21843735
21300274,25159880
27172987,26540595
24146501,24125872
26504383,26513709
27510258,21842477
26542695,26340751
28694789,26493934
17654041,17596346
18276020,18276021
25952075,21292678
26573212,25163029
27246151,26389900
27245748,29784263
17655296,27435415
21847019,21852337
31915491,17742705
24429352,24146076
24746130,17734844
32842625,32861945
27195316,24130267
26619930,26640398
21752021,21246057
27015696,26582984
21846517,21531929
26645873,22739162
27078564,60793308
21637617,21637618
33358329,24319223
21824275,16808966
27108520,14812378
27071497,27330741
21847247,21852824
32851625,32851626
21637347,11430783
25476151,23250363
21636834,24648334
24428663,17657497
21736007,25162155
33368208,24441945
21840157,21638426
21522262,24896853
33410299,15576452
32861672,32971544
21837677,21861754
27735691,16623503
26546695,26520677
25893640,56748854
22269494,4759501
31683405,4759501
24646603,18642122
24340789,17742647
21303745,25151315
21840781,24642020
25158021,25159484
29340529,29393674
17655132,26647812
24430172,24319119
32820534,32970695
23351456,25163766
17654438,17804476
21846031,50342779
21847781,21847782
26556578,28752198
27081163,3330683
21244409,26385160
27195439,21782779
21845674,21796444
17143909,50843512
17617851,17194556
24441209,23774028
17656087,28471476
21846734,19247796
28746369,17654831
26752959,29894096
27119427,21720047
26531302,26531303
27118220,29433004
24431372,26542207
27115915,21308591
32959165,4744307
33456115,52677784
26560810,25151944
25153174,25153176
24879699,19633228
27191068,22941571
29326415,29326768
25239100,18642122
25218693,21518850
26759215,27461419
22723486,22723487
26368373,28156987
25837173,5935335
25152258,25152259
33414042,25159344
21387560,23342476
32536704,27676235
25162783,25164015
28520414,25160065
27191163,26621436
25157452,25151315
25151541,21161529
25152559,25165005
26756735,26534145
27817879,24879195
25151943,25151944
26643370,25158054
27174172,5919609
29390827,27593745
29710330,20979510
30346718,26647631
30183441,29690548
2419173,32766128
2744954,24149335
43034,24870661
8070210,26640878
4759324,62818201
4748885,24262633
5237517,33474985
5236516,10778978
5236226,5237023
5242119,10780260
5239987,14769266
5229666,14763277
5232232,10779264
5206613,27311196
5206556,13597716
5187133,10780259
5181554,3305267
11835921,27425423
15603130,10778976
52413428,25163802
50826662,14129337
51302342,25237855
58543567,5093999
56569518,26669031
62774592,5236093
61517309,5237021
60498718,32422225
24429856,24441889
28363080,21852343
32276235,21837196
31052801,26547574
31044739,28564178
2567213,16295646
4730055,18037911
5241323,5292852
5229123,7440041
5232996,66176472
5197931,33228300
5150986,27436179
10676284,21852602
9875966,5213026
10310783,28564178
8713943,23840056
16040946,5236872
52297783,27176438
25875305,25441527
31940187,26633191
1863565,16803818
5812255,10769137
5204570,7007349
12824049,15177866
54250040,1102316
2767133,21842737
27176730,22911275
25373711,27196822
5220137,21561250
5181509,15377365
3641800,28540513
1583774,26645335
2010714,31196813
4745752,21774124
5179625,27673242
5148406,50598615
61195532,33474985
1107874,10780257
5208650,5236263
5233739,5229754
5233495,66537338
27066968,66298152
33288440,27227754
27075572,28825326
21312275,25161898
30477518,21843667
30474071,14150333
31217970,17661663
29787885,28293244
3875848,21843692
8295763,32966358
4502187,32605448
4724296,27246365
5240429,52677780
5240433,10780188
5234112,10780189
5232020,10780122
5220764,10780257
5171818,10779308
14072734,26556541
14487208,25151751
59436558,21638426
59706791,21727747
21834226,21834227
26560404,25159484
26534396,22391042
3842855,27062561
4736275,25151327
5241633,15167943
5240546,5241176
5228513,55204101
5227006,5237247
5171519,15385974
5147979,2440974
5146650,27235632
15714450,2441873
50712621,21729352
57288581,25160065
27981925,28431550
31414634,13635592
31400531,25812738
4750130,25160065
5228011,6907453
5225194,13949903
5202877,13635594
5147534,10780592
5237006,5236544
5242125,14837904
5239998,14763271
5233149,1471820
66826187,21638426
67046979,66298152
30768794,25151944
29588137,27425423
423928,30967119
5227145,10780198
5226947,59247650
5232695,4139031
3883634,56758740
5197355,52638966
29313840,29313841
21839471,21534626
28395460,62195646
21302983,14763010
27111648,19876034
4756430,2656549
5232216,10779287
66900084,66368844
30961588,21843667
5182991,60526360
5240719,5236961
5230219,5237530
5153955,7035861
8316708,25161813
5229739,2440974
5215871,10780260
26875946,26541779
5234021,10780383
65499484,22356505
27463096,19876045
5848212,52081496
5234440,5238394
5220497,5236935
27171736,19876045
64024165,11430783
64146620,21854122
8511475,26484067
4794523,8450161
58225999,18037911
24244003,25161181
21404165,63321231
17608477,17742675
25228662,25151917
5226280,13016251
30648568,21381286
51897332,22277817
5152372,17660778
33513755,26624262
5189665,5237247
53831002,17200822
61243079,26509091
28352617,25160246
21869600,24148516
26652683,26652684
28123412,27568473
27108223,25159256
27246262,24185611
25930758,17655880
28474562,24774728
21847767,24147790
21842220,24623934
27741367,23726922
26499884,26499885
21312470,15093632
21306924,21637711
33020083,17138706
25298509,24648596
25946023,21292678
25602707,23360596
22279619,22869528
33420579,21489409
26620097,15297923
24839941,24149335
24430317,24146076
24431763,24291620
21841456,21841457
26008788,23751171
28776614,28456788
33274346,24647638
25162491,16974172
27246579,21525474
26549948,26642463
23348979,14149917
27191572,28154327
31930849,26640816
27117086,27425423
26590086,24262633
21842193,21755077
23731527,25161144
21306952,25158665
17655231,17655503
27170637,60793308
26530335,26549931
27244853,24319223
28471861,21635354
25442747,21313839
27175717,8283185
28361175,19876034
27073992,21844877
17654476,17656485
21283847,25162558
33411021,26653184
23718681,11430783
21847101,11430783
21847314,22861438
27239281,17327568
28532550,25156285
24433637,29179306
33419384,33419385
32861592,32861593
32720972,28780579
27218445,26607771
24646618,18642122
25722812,15576337
27166135,32966220
27144179,56758740
27130930,21834552
27296399,31311378
27245485,22354452
32817193,32860078
27113911,25160837
26532260,52678214
25387036,5999955
24149805,13635593
24460632,23755042
26749623,26749624
25425417,2610651
31888396,26547151
25057406,13635592
23243053,24815752
27495481,55204130
26549014,24269461
21823591,26555790
21846086,54127580
28780509,19290740
25874680,19290740
26555077,15297659
25981002,13625382
21847245,21842988
23834208,25160246
32636185,24642986
24442169,24442170
26534738,16815559
25216309,26645335
26648126,21605541
26647743,21605541
25217390,27826424
21860442,28546331
26548348,25165729
27055532,26618881
27184876,13635594
25170104,21621776
32860016,32963474
31479154,26580636
23354607,25163540
27715479,27716552
27176953,18624912
25431651,25431652
25163870,21023162
21843715,29785610
27011914,21576520
21787842,21593218
24430760,15297356
21239922,30668188
27180126,19876057
25633339,25165005
28693347,17700529
26944246,19876055
24430083,17596188
26900296,26900297
21837645,21790911
21861287,16809377
21822393,8016375
28463361,21832879
30867193,26616446
30957637,52678277
4091468,13972666
6600536,13972666
5770406,24648596
5236884,61951488
5236167,14763314
5235518,59818297
5235507,7948279
5235273,7948279
5242702,14763275
5241653,5235441
5239974,10768990
5239448,5239449
5230585,10771464
5229723,14837576
5228344,14763710
5218818,27673242
5203219,5230386
5189620,5236190
5173069,4135671
10783646,15387872
12736556,15542102
12853947,25506629
54750570,29218304
55113249,5402643
60800992,25151944
60708798,25156285
60572212,25160726
59252086,24285459
27986268,21852869
26911948,59247850
26758975,26536437
2771880,2771881
8052497,21842076
6864660,26771482
4746946,21832940
5242258,10772388
5242107,13887196
5239383,55204105
5234240,10779915
5224223,5230265
5205513,5236654
5202642,14763317
5177938,9900233
5158952,22650154
14862676,13635592
66974227,29830516
21290775,16974172
29134796,21277119
6959889,21842807
5242399,2844991
5203226,10780274
5207551,22958378
5192033,14099864
5168743,31051974
10162585,7195370
15191952,14812379
54384793,21724858
52735443,59818447
57922065,15167949
61003959,21821297
5218716,5235452
4755917,21846526
2274527,21843962
5191430,14706763
8291310,31360871
21875498,21333925
5182610,57878352
27048950,52678371
29896514,9998209
5234307,15136639
5218978,14819182
13758843,5701877
6660613,9998097
57707926,17655503
62534067,17657497
27173161,5255405
4036039,29577584
5213713,14769648
5233348,10772393
30903047,21729371
21605726,21840488
23746679,25153254
29445813,24149776
29364111,32957507
30182098,24185611
2425508,28154327
264077,31594037
8225197,21842988
4630811,10779909
5235619,14819182
5235634,14763363
5241233,13886676
5230452,7948279
5228037,10780185
5234330,10779289
5221938,10780122
5221794,10771493
5204296,14763375
11982281,24156628
12581796,21845265
14976917,5219354
15556254,56758740
13907431,15377365
14287626,15377365
14553402,5241112
54043510,4751462
52063746,27226721
54862489,26316515
58816620,21842092
58765956,848560
59583881,12374327
16807161,13635592
22718860,22718861
21724689,51776069
2178790,26707531
5233201,52326241
5220578,5220579
5212854,14781139
5191122,5228097
53976991,5234993
54316480,26652729
53050105,55204102
60355480,50598615
1022727,25161013
5228141,10772175
5233811,59818298
5224204,15137022
5188100,10779294
5151381,13635593
58508158,1864454
5232055,10780164
5743053,32939537
21314992,24307058
21498307,22024518
21837222,25160246
5233244,5227061
5232987,10779979
5216834,722821
11535238,25164789
66214816,33419548
21827488,21873744
25162330,25162331
25415365,31054551
21873913,66371374
30026495,21582685
5239874,10780117
5157384,10780179
58401996,18037911
65898770,23252038
27179331,26547290
25430705,28561792
31278637,21572333
8328372,21844045
4619300,26643092
15674063,21832879
26016315,21593307
5242095,4888880
5229880,14763312
5220619,10780241
26540370,65204972
4747439,18037911
5167458,14763382
27066434,29692787
5231579,7264268
7596750,27403410
5197783,13635594
32539698,21847803
30678453,22617727
64075410,26580636
31973465,21031487
5231476,10780175
21844960,21851264
5226762,10780383
5232794,1471820
65696423,24612627
5240694,52072383
21314249,15387873
65691783,17657330
14360314,50935167
5230419,10780321
5193643,10780339
58048484,32590880
27130379,26548700
21756581,21757648
31063964,27179929
5220733,10780168
26324842,17657187
25170491,15390043
21626306,52678282
5215907,10772238
5188648,10772287
5207952,13635594
60690000,15136926
29379334,27330741
65898801,19876039
4272336,19876045
27078071,24432367
25255823,27185169
5184194,13635593
30107500,30107501
2781467,26776239
17655667,17657260
25357441,21449497
28799518,57027552
17328934,24441544
21759602,52678221
27121710,26549891
27246289,17656534
27204497,18624912
32850643,27244377
26609254,23229996
17567023,29830516
21834358,21841473
24441529,17736124
24141997,24149902
26652792,24758292
26542015,25157324
26546029,26546030
27132834,29188188
25373089,29188188
24429295,25322730
21631783,25153407
25162669,17658595
27196420,24146076
25194080,15576323
21298320,25143938
26453712,23721823
27148730,23153568
21535043,16826339
17653864,26640398
24441788,3404174
27116898,28154327
27129956,17661663
32970410,25048088
24147965,21842092
21720396,22797411
27168581,26549476
27191535,17607886
25673053,52677977
33407506,28441569
21529337,21593218
18107165,13635594
27184294,27067736
21862698,24874771
25152665,17002431
21303645,29386144
21308327,28135851
23965882,23353393
33394322,33419637
25162299,14763370
23353873,30354690
26340852,21834552
31815749,21834552
24862201,17613605
24129173,24147984
27119067,21856035
24850135,17804476
21843699,13635593
27133651,27133652
23354610,23354611
25433892,18114496
27194775,27392459
24431003,23774028
26781745,16809377
23889557,25162226
27087904,21308533
21763549,21827221
26652948,12578303
26766640,19290740
27160745,26554188
32701900,52678011
25153667,25151397
27130401,24096634
26444128,15297657
27244333,15297657
29265950,22266525
28943633,21531853
25217891,21729995
25152393,15347072
21729520,21729579
26548148,26641194
21321562,21321563
27038643,26497993
21823510,21843515
25471388,21863361
27033560,25165555
27173399,25165751
28256368,59247844
25347028,26630541
32925452,27190343
21861883,21861884
25339962,61065375
33393478,32861868
29210014,21838780
21306716,24647771
26811299,56758740
27187258,21834552
26369068,18337862
17655987,22659288
26995793,26995794
21313768,25153176
26652904,21515519
21647549,11430783
26647662,26642958
26526223,25164843
31132440,52678374
3568328,16809377
4135670,4135671
6708117,2265074
5351389,6737316
4758666,16809377
4731386,26585467
5236414,10780188
5241856,58290857
5241668,5242315
5229928,4978580
5229037,5238175
5220917,1322485
5220342,7732279
5223533,5229187
5182396,4757944
5161015,51759064
5043820,33382188
11478044,11430783
53350207,15167945
26549085,21836733
26758389,26536437
31413613,6651285
5746596,1864454
4749964,23740910
5240848,12996550
5228957,52975948
5227444,6907453
5232343,14099889
5224240,5237230
5213926,52279698
5211503,5213026
53831756,17191977
61357992,14858013
59655977,14129337
67031779,52072236
65051452,62725625
65467790,14129337
21340107,21340108
21809681,21809682
26641966,31467560
26549006,21836733
27236531,26536437
32590701,21285858
4133576,25064810
8016075,31645758
7066041,17194556
7184984,17346707
5966054,21583699
5235044,14763683
5240850,10772200
5230474,14763272
5211668,5237530
5183763,10780351
5182079,5241428
5168087,10772242
62040243,21842906
2175357,24821645
27668858,21832494
5196057,5236306
26529567,26539827
15290376,23727641
15675508,21730246
26701734,66365466
53716107,24642718
13886812,29207599
58618124,25159519
26633144,59247868
5228684,10779293
21315072,53977030
27944122,27349597
33398909,21247623
31928022,23723877
28501529,21259160
5227879,25364615
5222054,10780190
5223098,10779979
62524873,5236787
59693677,23361108
58137840,17657260
65204800,21307796
5230256,57878354
65305636,24252538
5238787,15167948
31557182,29199377
5227271,10779989
27767513,19290740
27074259,21297272
21314788,32600548
21637193,21730246
27196285,26547574
27194761,26494325
29545832,21381286
72768,27190683
750094,6920340
7597555,25224598
6591259,32966303
7254552,13839590
4889137,8934898
4736416,26484379
5239341,15137018
5227066,15136461
5233019,10780257
5232697,5230386
5219453,10779994
5214577,5237610
5204766,31594037
10544489,12737567
16574284,27118159
14101898,2487121
12823415,74627
53830334,33419533
51438512,13635594
52356236,19875889
50846478,21561250
50673005,25160375
58185862,26316515
56667594,27374026
61612751,32865256
59067486,4759456
59550217,24291620
66204119,25164789
66401163,21292678
25153448,25158915
21717193,17159496
26961717,19876055
27245492,26541779
27062560,27062561
32522141,26640777
30675791,5251518
4166135,31241792
2118951,21729829
6144339,21799984
4560155,26646779
5241182,55204098
5240837,15167948
5241056,5229909
5239283,14763282
5230221,1589385
5147231,10780274
8861663,26643332
50955005,26547938
59067475,25165076
59622715,13635592
3859099,24432367
7532780,25151944
7627847,26494657
6347795,21843439
5241785,488174
5240863,14837913
5145617,11430783
21536206,21164256
26590742,17657187
32554587,26541378
29645289,27234654
7900960,27175832
4851789,22167160
5192993,30619706
25162137,23339936
27029816,27192538
65862674,14149911
64176022,21842076
21839669,19290740
545190,25163087
52297778,17002381
55233733,4751963
2974684,26534520
4196693,28353940
11237935,3289473
33393450,59247861
5241887,5237053
53280913,50598615
51644675,21823599
5231581,30993854
4724339,23723877
5087983,27344052
65572608,26199259
26865629,26513709
5212841,5238005
5212656,52072195
59224973,13989724
26638587,30312513
27487199,19876045
65915196,2414883
29301479,59247425
44282,21416653
12568832,28774131
7181399,3298257
5151618,52326241
5221719,12920799
26500792,21381286
27108369,27108370
1362170,21381286
60083812,22024736
25428874,26646046
1341257,17656699
5228182,10780165
25246389,27344052
24856134,17655381
4600739,21031487
27177230,19876045
23214194,24649324
66241610,21381286
5231371,10780340
25151273,16281504
12989925,23989434
2629980,21381286
29193255,30394292
17655890,17657472
26542147,28373237
25155859,25160292
17145431,17156978
17654209,17657187
21840534,24414400
25728150,21308114
25939802,25441078
27435598,27513786
19188839,14149894
33008925,29989190
21756561,25164789
17733969,53693752
25713754,25223586
26767316,29188188
32861572,25459481
28411865,25159473
27213956,24858449
24130742,14150334
21841850,14150334
21293934,27435415
24430205,24146076
29332195,17156734
27121172,24342051
27191928,28825326
24429752,24149452
21843632,21843944
21613107,21613108
25157138,25164472
17143420,52678162
27044990,26580045
27107730,17615902
27067619,26543246
26543337,26586861
32158663,7863486
27174919,25128032
21852593,11430783
27306537,23811304
21790427,15387902
21593663,21579935
21007396,21026056
24442348,15387817
28411662,24799740
27245077,60075483
28729275,21843550
23342551,25153141
28669887,28469744
27726344,24431082
25216499,26640878
24872288,24872289
27122484,14002729
21842481,24642020
21855701,21855702
27191605,26539612
24355703,22659288
26889067,14150330
24198194,15387818
27176142,24884368
27076189,23996152
32547858,32600548
33404987,27243215
29212622,13635593
24429921,17673553
25741903,28761470
24886240,23436781
22057078,23344593
24147942,6461328
25689323,26547151
24441884,15297639
26501924,21845669
27084730,26617763
32906810,29141066
26248896,19875896
21840199,21852325
27094150,52677835
21846056,21852719
22277908,25162226
25442803,56747822
26497858,26497859
